Priority,Practice Name,Trading Name,City,State,Phone,Phone Check,Phone Note,Owner / Decision Maker,Owner Title,Email,Email Check,Email Type,Mail Host,Email Note,Email Source,Website,Address,ZIP,Practice Type,Record Type,Target Tier,Google Rating,Locations On Phone,Record Updated,Record Freshness,Source - Registry,Source - Website,Source - Google Maps,Source - Email Found On,Data Flag,NPI,Called,Outcome,Follow Up
B,"James J Crumbaker, DDS PC",Barre Dental Group,Barre,VT,(802) 476-7162,VALID,area code matches VT; confirmed by 3 independent sources,James Crumbaker,Dentist,,,,,,,http://www.barredentalgroup.com/,85 Washington St Suite 1,05641,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1144421900,http://www.barredentalgroup.com/,https://www.google.com/maps/place/Barre+Dental+Group/data=!4m7!3m6!1s0x4cb506ce3ed073c7:0xdbd206839336464e!8m2!3d44.1946032!4d-72.4975774!16s%2Fg%2F1tdd9g02!19sChIJx3PQPs4GtUwRTkY2k4MG0ts,,,1144421900,,,
B,"Kate Morey, DMD",,Barre,VT,(802) 391-0350,VALID,area code matches VT,"Kate Morey, DMD",DMD,,,,,,,,856 Us 302 Unit A,05641,General Dentistry,Individual dentist,Primary (general),,1,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1093200495,,,,,1093200495,,,
B,"Simone Vieira De Moraes De Luna, DDS",,Barre,VT,(802) 433-3398,VALID,area code matches VT,"Simone Vieira De Moraes De Luna, DDS",DDS,,,,,,,,856 Us Route 302 Unit A,05641,General Dentistry,Individual dentist,Primary (general),,1,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1629540885,,,,,1629540885,,,
B,McLain & Peck Inc,"McLain & Peck, Inc",Bennington,VT,(802) 442-6379,VALID,area code matches VT; confirmed by 3 independent sources,"Elaine McLain, DDS",Dentist Partner,,,,,,,https://weence.com/dentists/bennington/mclain-peck-inc/,119 Union St,05201,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1144319765,https://weence.com/dentists/bennington/mclain-peck-inc/,"https://www.google.com/maps/place/McLain+%26+Peck,+Inc/data=!4m7!3m6!1s0x89e096654707ce03:0xc030c574b2372d7f!8m2!3d42.8770903!4d-73.1948937!16s%2Fg%2F1tfbtwpx!19sChIJA84HR2WW4IkRfy03snTFMMA",,,1144319765,,,
B,"Southwestern Vermont Medical Center, Inc",Southwestern Vermont Medical Center,Bennington,VT,(802) 442-6361,VALID,area code matches VT; confirmed by 3 independent sources,Drew Lerman,Director Of Finance,kim.webster@svhealthcare.org,DELIVERABLE,Named/other,Proofpoint,domain accepts mail (MX present),Practice website,http://svhealthcare.org/,140 Hospital Dr Ste 104,05201,General Dentistry,Practice (organisation),Primary (general),,1,2017,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1275059644,http://svhealthcare.org/,https://www.google.com/maps/place/Southwestern+Vermont+Medical+Center/data=!4m7!3m6!1s0x89e096423db672c1:0x2957978979ac501b!8m2!3d42.8743368!4d-73.2074264!16s%2Fm%2F047qhmn!19sChIJwXK2PUKW4IkRG1CseYmXVyk,https://svmc.org/about/contact,,1275059644,,,
B,Brattleboro Dental Care LLC,Brattleboro Dental Care,Brattleboro,VT,(802) 254-6634,VALID,area code matches VT; confirmed by 3 independent sources,"Chaitalee Ganatra, DDS",Owner,info@brattdentalcare.com,DELIVERABLE,Role account,Google Workspace,domain accepts mail (MX present),Practice website,https://www.brattleborodentalcare.com,80 Flat St Ste 101,05301,General Dentistry,Practice (organisation),Primary (general),,2,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1235757121,https://www.brattleborodentalcare.com,https://www.google.com/maps/place/Brattleboro+Dental+Care/data=!4m7!3m6!1s0x89e11a4ec7cab8c5:0xbbad3b2cd64e3821!8m2!3d42.8504414!4d-72.5604728!16s%2Fg%2F1tfff5rk!19sChIJxbjKx04a4YkRIThO1iw7rbs,https://www.brattleborodentalcare.com/,,1235757121,,,
B,"Eric El Masri, DMD",,Brattleboro,VT,(802) 342-4633,VALID,area code matches VT,"Eric El Masri, DMD",DMD,,,,,,,,927 Putney Rd,05301,General Dentistry,Individual dentist,Primary (general),,1,2015,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1306216114,,,,,1306216114,,,
B,Horizon Dental Associates,Horizon Dental Associates - Brattleboro,Brattleboro,VT,(802) 254-9244,VALID,area code matches VT; confirmed by 3 independent sources,"Joseph Yudin, DDS",Owner Dentist,,,,,,,https://www.myhorizonsmile.com/about-us/location/brattleboro/4204,72 Landmark Hill Dr,05301,General Dentistry,Practice (organisation),Primary (general),,2,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1619096013,https://www.myhorizonsmile.com/about-us/location/brattleboro/4204,https://www.google.com/maps/place/Horizon+Dental+Associates+-+Brattleboro/data=!4m7!3m6!1s0x89e11ae5964cb8a1:0x4270cad99d0ad8b6!8m2!3d42.8871851!4d-72.5555503!16s%2Fg%2F1tvr_qqz!19sChIJobhMluUa4YkRttgKndnKcEI,,,1619096013,,,
B,Associates In Dentistry Inc,Dr. Joseph Kropf.,Burlington,VT,(802) 863-5552,VALID,area code matches VT; confirmed by 3 independent sources,"Joseph Kropf, DMD",Dentist Practice Owner,,,,,,,https://www.associatesindentistryvt.com/about-dr-kropf,10 Alfred St,05401,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1396948774,https://www.associatesindentistryvt.com/about-dr-kropf,https://www.google.com/maps/place/Dr.+Joseph+Kropf./data=!4m7!3m6!1s0x4cca7bae23c3ffff:0x21eb5de3704e5c8!8m2!3d44.4597984!4d-73.2074748!16s%2Fg%2F11qgb7695g!19sChIJ___DI657ykwRyOUEN961HgI,,,1396948774,,,
B,Barclay & Fersing Inc,Willard Street Family Dental,Burlington,VT,(802) 862-8625,VALID,area code matches VT; confirmed by 3 independent sources,"Judith Houghton, RDH",Office Manager,,,,,,,https://www.willardstreetdental.com/,27 N Willard St,05401,General Dentistry,Practice (organisation),Primary (general),,2,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1447248919,https://www.willardstreetdental.com/,https://www.google.com/maps/place/Willard+Street+Family+Dental/data=!4m7!3m6!1s0x4cca7a5f6f015629:0x174f49f9b92cf6c5!8m2!3d44.4814745!4d-73.2059653!16s%2Fg%2F1tfchcy5!19sChIJKVYBb196ykwRxfYsuflJTxc,,,1447248919,,,
B,"Lavoie Dental, P.C.",Lavoie Jr Philip a DDS,Burlington,VT,(802) 862-7906,VALID,area code matches VT; confirmed by 2 independent sources,"Philip Lavoie, D.D.S.",President,,,,,,,,273 Pearl St,05401,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1083748347,,https://www.google.com/maps/place/Lavoie+Jr+Philip+a+DDS/data=!4m7!3m6!1s0x4cca7af5ff2ad8d3:0x5960625f80b77b63!8m2!3d44.4804024!4d-73.2080732!16s%2Fg%2F1v96ldz3!19sChIJ09gq__V6ykwRY3u3gF9iYFk,,,1083748347,,,
B,"Perry And Slesnick, PC",,Burlington,VT,(802) 862-1939,VALID,area code matches VT,"Michael Slesnick, DDS",President,,,,,,,,789 Pine St,05401,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1770626632,,,,,1770626632,,,
B,"Stephen Pitmon, D.D.S.",Schulman Susan,Colchester,VT,(802) 862-5052,VALID,area code matches VT; confirmed by 2 independent sources,"Stephen Pitmon, D.D.S.",D.D.S.,,,,,,,,875 Roosevelt Hwy Suite 110,05446,General Dentistry,Individual dentist,Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1437153798,,https://www.google.com/maps/place/Schulman+Susan/data=!4m7!3m6!1s0x4cca708c129e0e91:0xfda30f9c81063130!8m2!3d44.5148652!4d-73.180426!16s%2Fg%2F1tf3107h!19sChIJkQ6eEoxwykwRMDEGgZwPo_0,,,1437153798,,,
B,"Alderbrook Dental Associates, P.C.",Alder Brook Dental Associate,Essex Junction,VT,(802) 879-1233,VALID,area code matches VT; confirmed by 3 independent sources,Lucinda Bellino,Practice Manager,,,,,,,https://www.alderbrookdentalvt.com/,8 Essex Way Suite 100,05452,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1144366774,https://www.alderbrookdentalvt.com/,https://www.google.com/maps/place/Alder+Brook+Dental+Associate/data=!4m7!3m6!1s0x4cca77a4220ef6fd:0xbd11338ea783ffb2!8m2!3d44.5089548!4d-73.0781255!16s%2Fg%2F1tjxf8ky!19sChIJ_fYOIqR3ykwRsv-Dp44zEb0,,,1144366774,,,
B,Essex Family Dental,,Essex Junction,VT,(802) 878-5591,VALID,area code matches VT; confirmed by 3 independent sources,"Jake Feeley, DDS",Dentist,info@essexfamilydental.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,https://www.essexfamilydental.com,11 Market Place,05452,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1972514834,https://www.essexfamilydental.com,https://www.google.com/maps/place/Essex+Family+Dental:+J.+Allen+Feeley+DDS/data=!4m7!3m6!1s0x4cca774eb2850ca5:0xd101f70d87b62628!8m2!3d44.5064389!4d-73.1318999!16s%2Fg%2F1td8yrcp!19sChIJpQyFsk53ykwRKCa2hw33AdE,https://www.essexfamilydental.com/,,1972514834,,,
B,"Amanda Munger, DMD",,Island Pond,VT,(802) 723-4300,VALID,area code matches VT,"Amanda Munger, DMD",DMD,,,,,,,,Po Box 425,05846,General Dentistry,Individual dentist,Primary (general),,1,2017,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1740718790,,,,,1740718790,,,
B,Forest Family Dentistry,,Montpelier,VT,(802) 229-0033,VALID,area code matches VT; confirmed by 3 independent sources,"Laune Forest, DDS",Owner,info@ffddentistry.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,https://forestfamilydentistry.net,81 River St,05602,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1245347806,https://forestfamilydentistry.net,https://www.google.com/maps/place/Forest+Family+Dentistry/data=!4m7!3m6!1s0x4cb508012ac938d3:0xe669d357169ae9e6!8m2!3d44.2485173!4d-72.5639523!16s%2Fg%2F1tjhx81l!19sChIJ0zjJKgEItUwR5umaFlfTaeY,https://forestfamilydentistry.net/,,1245347806,,,
B,Herbert Dental P.C.,"Dr. Lindsay B. Herbert, DMD",Montpelier,VT,(802) 229-4840,VALID,area code matches VT; confirmed by 3 independent sources,"Lindsay Herbert, DMD",Owner,,,,,,,https://www.drherbertdental.com/about-us,25 State St,05602,General Dentistry,Practice (organisation),Primary (general),,1,2016,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1972881225,https://www.drherbertdental.com/about-us,"https://www.google.com/maps/place/Dr.+Lindsay+B.+Herbert,+DMD/data=!4m7!3m6!1s0x4cb5a7f38225626b:0x9f42d4cec6714f1e!8m2!3d44.2604483!4d-72.5761872!16s%2Fg%2F1hc4yj18d!19sChIJa2IlgvOntUwRHk9xxs7UQp8",,,1972881225,,,
B,"Hubbard Park Family Dentistry, PLLC",,Montpelier,VT,(802) 229-9494,VALID,area code matches VT,"Caroline Murphy, DDS",Owner/dentist,,,,,,,,174 Elm St,05602,General Dentistry,Practice (organisation),Primary (general),,1,2016,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1194278499,,,,,1194278499,,,
B,"Marc Harmon, D.D.S.",,Montpelier,VT,(802) 659-4865,VALID,area code matches VT,"Marc Harmon, D.D.S.",D.D.S.,,,,,,,,32 Main St # 171,05602,General Dentistry,Individual dentist,Primary (general),,1,2016,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1982147989,,,,,1982147989,,,
B,"Conor Peterson, DDS",,Morrisville,VT,(802) 888-7585,VALID,area code matches VT,"Conor Peterson, DDS",DDS,,,,,,,,66 Morrisville Plz Ste 2,05661,General Dentistry,Individual dentist,Primary (general),,1,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1255870176,,,,,1255870176,,,
B,"James V Wyllie, DDS P.C.",Newport Bristol Park Dental (Formerly Birchwood Dental Associates),Newport,VT,(802) 334-6965,VALID,area code matches VT; confirmed by 3 independent sources,"James Wyllie, D.D.S.",Owner,,,,,,,http://asmilethatrocks.com/,212 Prouty Dr Suite 1,05855,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1760695597,http://asmilethatrocks.com/,https://www.google.com/maps/place/Newport+Bristol+Park+Dental+%28Formerly+Birchwood+Dental+Associates%29/data=!4m7!3m6!1s0x4cb671e3c2dfbd4b:0x49561116bcc18e25!8m2!3d44.954249!4d-72.200171!16s%2Fg%2F1tctld3y!19sChIJS73fwuNxtkwRJY7BvBYRVkk,,,1760695597,,,
B,Meriem Selmi,,Newport,VT,(802) 238-0492,VALID,area code matches VT,Meriem Selmi,Dentist,,,,,,,,494 Highland Ave,05855,General Dentistry,Individual dentist,Primary (general),,1,2017,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1104363621,,,,,1104363621,,,
B,"Meghrajsinh Atodaria, DDS",,Richford,VT,(802) 255-5581,VALID,area code matches VT,"Meghrajsinh Atodaria, DDS",DDS,,,,,,,,44 Main St Ste 400,05476,General Dentistry,Individual dentist,Primary (general),,1,2019,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1194246835,,,,,1194246835,,,
B,Allen Pond Dental,Allen Pond Dental PLC,Rutland,VT,(802) 775-0986,VALID,area code matches VT; confirmed by 3 independent sources,"Joyce Hottenstein, DMD",Owner/employee,,,,,,,https://allenponddental.com,71 Allen St Suite 301,05701,General Dentistry,Practice (organisation),Primary (general),,1,2019,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1063074821,https://allenponddental.com,https://www.google.com/maps/place/Allen+Pond+Dental+PLC/data=!4m7!3m6!1s0x89e024f6af836443:0x51599a1f93771d49!8m2!3d43.5987777!4d-72.9630737!16s%2Fg%2F1tm2bp64!19sChIJQ2SDr_Yk4IkRSR13kx-aWVE,,,1063074821,,,
B,"Community Health Centers Of The Rutland Region, Inc.",Community Dental Rutland,Rutland,VT,(802) 774-5050,VALID,area code matches VT; confirmed by 3 independent sources,Grant Whitmer,Executive Director,,,,,,,https://www.chcrr.org/location/community-health-dental-rutland/,69 Allen St Ste 10,05701,General Dentistry,Practice (organisation),Primary (general),,1,2019,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1437364759,https://www.chcrr.org/location/community-health-dental-rutland/,https://www.google.com/maps/place/Community+Dental+Rutland/data=!4m7!3m6!1s0x89e02464ab8de4d1:0xb540f612762e4d01!8m2!3d43.5986592!4d-72.9638489!16s%2Fg%2F1vg4ktds!19sChIJ0eSNq2Qk4IkRAU0udhL2QLU,,,1437364759,,,
B,"Earl A Olson, Dmd, Plc",Stratton Road Dental Arts,Rutland,VT,(802) 773-0478,VALID,area code matches VT; confirmed by 3 independent sources,"Earl Olson, D.M.D",Owner,,,,,,,https://www.rutlanddentist.com/,163 Stratton Rd,05701,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1528183373,https://www.rutlanddentist.com/,https://www.google.com/maps/place/Stratton+Road+Dental+Arts/data=!4m7!3m6!1s0x89e025866e85c29d:0x9d30976c43403220!8m2!3d43.6221039!4d-72.9537384!16s%2Fg%2F11h0zfrm5b!19sChIJncKFboYl4IkRIDJAQ2yXMJ0,,,1528183373,,,
B,"Francis J D'Auria, D.m.d., P.C.",Center for Dental Health,Rutland,VT,(802) 775-5777,VALID,area code matches VT; confirmed by 3 independent sources,"Francis D'Auria, D.M.D.",CEO,,,,,,,https://www.centerfordentalhealthvt.com/,240 Stratton Rd,05701,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1104866243,https://www.centerfordentalhealthvt.com/,https://www.google.com/maps/place/Center+for+Dental+Health/data=!4m7!3m6!1s0x89e024f85ba47eb9:0xd343d88634399241!8m2!3d43.600332!4d-72.9555147!16s%2Fg%2F11c32f9c9_!19sChIJuX6kW_gk4IkRQZI5NIbYQ9M,,,1104866243,,,
B,Heaton & Fisch Dental Associates,Dr. Stephen Moran,Rutland,VT,(802) 775-5286,VALID,area code matches VT; confirmed by 2 independent sources,"Judith Fisch, DDS",Owner,,,,,,,,204 N Main St,05701,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1013065218,,https://www.google.com/maps/place/Dr.+Stephen+Moran/data=!4m7!3m6!1s0x89e0246b4c395555:0x58bbb30572c491a7!8m2!3d43.6231075!4d-72.9745911!16s%2Fg%2F11qgb7fmr5!19sChIJVVU5TGsk4IkRp5HEcgWzu1g,,,1013065218,,,
B,Hudson Valley Dental Associates PLLC,,Rutland,VT,(802) 775-1600,VALID,area code matches VT,Cathy Cluett,Provider Enrollment Specialist,,,,,,,,474 Holiday Dr Ste 1,05701,General Dentistry,Practice (organisation),Primary (general),,1,2016,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1629421474,,,,,1629421474,,,
B,"Judith Fisch, DDS",Green Mountain Dental Sleep Center,Rutland,VT,(802) 775-2218,VALID,area code matches VT; confirmed by 3 independent sources,"Judith Fisch, DDS",DDS,,,,,,,https://gmdsleep.com/,204 N Main St,05701,General Dentistry,Individual dentist,Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1114075249,https://gmdsleep.com/,https://www.google.com/maps/place/Green+Mountain+Dental+Sleep+Center/data=!4m7!3m6!1s0x89e0246b4de8221f:0x4df7aeec36537ad8!8m2!3d43.6233627!4d-72.9745911!16s%2Fg%2F1tdmfwwh!19sChIJHyLoTWsk4IkR2HpTNuyu900,,,1114075249,,,
B,"Nusi Brown, DMD",,Rutland,VT,(802) 342-1939,VALID,area code matches VT,"Nusi Brown, DMD",DMD,,,,,,,,180 Grove St,05701,General Dentistry,Individual dentist,Primary (general),,1,2016,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1609224344,,,,,1609224344,,,
B,"Peter A Lakatos, Dmd, PC",Total Patient Care Dentistry,Rutland,VT,(802) 773-1200,VALID,area code matches VT; confirmed by 3 independent sources,"Peter Lakatos, DMD",President,tpcd2020@gmail.com,DELIVERABLE,Free mailbox,Google Workspace,domain accepts mail (MX present),Practice website,https://www.totalpatientcaredentistryvt.com/,70 Allen St,05701,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1558462861,https://www.totalpatientcaredentistryvt.com/,https://www.google.com/maps/place/Total+Patient+Care+Dentistry/data=!4m7!3m6!1s0x89e024f166e24fc5:0xa136aba409658b5a!8m2!3d43.5972556!4d-72.963632!16s%2Fg%2F1tk1n_3l!19sChIJxU_iZvEk4IkRWotlCaSrNqE,https://www.totalpatientcaredentistryvt.com/,CHECK - likely typo in the practice's own filing,1558462861,,,
B,"Rutland Dental Care, Plc",,Rutland,VT,(802) 770-1730,VALID,area code matches VT; confirmed by 3 independent sources,Jessica Bordeaux,Operations Manager,,,,,,,http://www.rdcvt.com/,135 N Main St,05701,General Dentistry,Practice (organisation),Primary (general),,2,2019,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1730737685,http://www.rdcvt.com/,"https://www.google.com/maps/place/Rutland+Dental+Care,+PLC/data=!4m7!3m6!1s0x89e025f21f717803:0x43e0623c605d43f9!8m2!3d43.6176452!4d-72.9746551!16s%2Fg%2F11h92dm7d_!19sChIJA3hxH_Il4IkR-UNdYDxi4EM",,,1730737685,,,
B,Taconic Dental Arts PC,Bennington Dental Center,Rutland,VT,(802) 442-9500,VALID,area code matches VT; confirmed by 3 independent sources,"Tyler Carmack, DMD",Owner,,,,,,,https://www.taconicdentalarts.com,163 Jackson Ave,05701,General Dentistry,Practice (organisation),Primary (general),,2,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1417408717,https://www.taconicdentalarts.com,https://www.google.com/maps/place/Bennington+Dental+Center/data=!4m7!3m6!1s0x89e09665f09727b7:0x9ee79dc6b0c202f6!8m2!3d42.8819189!4d-73.1972947!16s%2Fg%2F113hk00_h!19sChIJtyeX8GWW4IkR9gLCsMad554,,,1417408717,,,
B,"Thomas Chadwick, D.D.S.",,Rutland,VT,(802) 855-2027,VALID,area code matches VT,"Thomas Chadwick, D.D.S.",D.D.S.,,,,,,,,69 Allen St Ste 10,05701,General Dentistry,Individual dentist,Primary (general),,1,2015,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1700935947,,,,,1700935947,,,
B,Remy Vallee DMD Inc,Cloud Dental (Dentists & Orthodontist),Saint Albans,VT,(802) 524-0346,VALID,area code matches VT; confirmed by 3 independent sources,"Remy Vallee, DMD",Owner,,,,,,,https://clouddentalvt.com/,57 Old Orchard Rd,05478,General Dentistry,Practice (organisation),Primary (general),,1,2021,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1174665483,https://clouddentalvt.com/,https://www.google.com/maps/place/Cloud+Dental+%28Dentists+%26+Orthodontist%29/data=!4m7!3m6!1s0x4cca1b1ee530909d:0x6e9174f522f47e9!8m2!3d44.8300635!4d-73.0778054!16s%2Fg%2F1262pnk88!19sChIJnZAw5R4bykwR6UcvUk8X6QY,,,1174665483,,,
B,Simran Saini,St. Albans Dental,Saint Albans,VT,(802) 524-4844,VALID,area code matches VT; confirmed by 3 independent sources,Simran Saini,Dentist,office@stalbansvtdental.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,https://www.stalbansdentistry.com/,34 Mapleville Depot,05478,General Dentistry,Individual dentist,Primary (general),,1,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1861988529,https://www.stalbansdentistry.com/,https://www.google.com/maps/place/St.+Albans+Dental/data=!4m7!3m6!1s0x4cca1b5efca8ef99:0x8814ea823eaedccd!8m2!3d44.7928276!4d-73.0729293!16s%2Fg%2F11fmp9w51w!19sChIJme-o_F4bykwRzdyuPoLqFIg,https://www.stalbansdentistry.com/contact-us.html,,1861988529,,,
B,"Tyler Carmack, D.M.D.",Shaftsbury Dental Center,Shaftsbury,VT,(802) 442-7300,VALID,area code matches VT; confirmed by 3 independent sources,"Tyler Carmack, D.M.D.",D.M.D.,,,,,,,https://www.shaftsburydentalcenter.com/,677 VT Route 7A,05262,General Dentistry,Individual dentist,Primary (general),,1,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1538390042,https://www.shaftsburydentalcenter.com/,https://www.google.com/maps/place/Shaftsbury+Dental+Center/data=!4m7!3m6!1s0x89e0913e7da6a86d:0x18d8bb2ca095e51!8m2!3d42.942505!4d-73.211128!16s%2Fg%2F1th883jx!19sChIJbaimfT6R4IkRUV4JyrKLjQE,,,1538390042,,,
B,Holly B Maier DMD PC,Shelburne Village Dentistry,Shelburne,VT,(802) 985-9700,VALID,area code matches VT; confirmed by 3 independent sources,"Holly Maier, DMD",Dentist,office@shelburnevillagedentistry.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,https://www.shelburnevillagedentistry.com/,41 Falls Rd,05482,General Dentistry,Practice (organisation),Primary (general),,3,2021,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1598423782,https://www.shelburnevillagedentistry.com/,https://www.google.com/maps/place/Shelburne+Village+Dentistry/data=!4m7!3m6!1s0x4cca7ddb14e0d9f5:0x737c1d90abf8803!8m2!3d44.3802103!4d-73.2268704!16s%2Fg%2F1tdz4g3y!19sChIJ9dngFNt9ykwRA4i_CtnBNwc,https://www.shelburnevillagedentistry.com/contact.html,,1598423782,,,
B,"Affordable Dentures & Implants - Burlington Vt, P.C.",Martin Daniel a DDS,South Burlington,VT,(802) 651-9033,VALID,area code matches VT; confirmed by 2 independent sources,"Stephen Bench, DDS",Owner,,,,,,,,1162 Williston Rd,05403,General Dentistry,Practice (organisation),Primary (general),,3,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1649880733,,https://www.google.com/maps/place/Martin+Daniel+a+DDS/data=!4m7!3m6!1s0x4cca7a304c0c86cf:0xb334936129978645!8m2!3d44.4687292!4d-73.1774715!16s%2Fg%2F1td09krl!19sChIJz4YMTDB6ykwRRYaXKWGTNLM,,,1649880733,,,
B,Angela Dunkling,Dr. Aerwen Stagers,South Burlington,VT,(802) 847-2700,VALID,area code matches VT; confirmed by 2 independent sources,Angela Dunkling,Dentist,,,,,,,,1060 Hinesburg Rd Suite 201,05403,General Dentistry,Individual dentist,Primary (general),,1,2017,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1770945339,,https://www.google.com/maps/place/Dr.+Aerwen+Stagers/data=!4m7!3m6!1s0x4cca7a2ed413ffff:0xc97ee74484bfc4ac!8m2!3d44.4670928!4d-73.1700758!16s%2Fg%2F11rwxfzm09!19sChIJ__8T1C56ykwRrMS_hETnfsk,,,1770945339,,,
B,"Champlain Dental Group, Ltd",Champlain Dental Group,South Burlington,VT,(802) 863-5335,VALID,area code matches VT; confirmed by 3 independent sources,Jennifer Templeton,Practice Manager,frontdesk@champlaindentalgroup.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,https://www.champlaindentalgroup.com,150 Dorset St Suite 260,05403,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1891919924,https://www.champlaindentalgroup.com,https://www.google.com/maps/place/Champlain+Dental+Group/data=!4m7!3m6!1s0x4cca7a326ba0d6fd:0x47d14580ee58ee78!8m2!3d44.4653008!4d-73.1793148!16s%2Fg%2F1tgp9x9x!19sChIJ_dagazJ6ykwReO5Y7oBF0Uc,http://www.champlaindentalgroup.com/contact,,1891919924,,,
B,"Christopher Smart, DDS",Smart Endodontics,South Burlington,VT,(802) 862-3685,VALID,area code matches VT; confirmed by 3 independent sources,"Christopher Smart, DDS",DDS,,,,,,,http://www.smartendovt.com/,45 Timber Ln,05403,General Dentistry,Individual dentist,Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1285916197,http://www.smartendovt.com/,https://www.google.com/maps/place/Smart+Endodontics/data=!4m7!3m6!1s0x4cca797c72985395:0x40ddaf9fe7930a06!8m2!3d44.453544!4d-73.1655839!16s%2Fg%2F1pp2x7l6p!19sChIJlVOYcnx5ykwRBgqT55-v3UA,,,1285916197,,,
B,"Green Mountain Dental, Plc",Green Mountain Dental,South Burlington,VT,(802) 863-3950,VALID,area code matches VT; confirmed by 3 independent sources,"Tyler Aten, DMD",Owner/principal,,,,,,,https://www.greenmountaindentistry.com/,118 Tilley Dr Ste 101,05403,General Dentistry,Practice (organisation),Primary (general),,2,2018,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1811404619,https://www.greenmountaindentistry.com/,https://www.google.com/maps/place/Green+Mountain+Dental+-+Dr.+Nusi+P.+Brown+DMD/data=!4m7!3m6!1s0x4cca79f12b3d007f:0x6cc4645b570f507!8m2!3d44.4482216!4d-73.1547977!16s%2Fg%2F11hdjf7p8y!19sChIJfwA9K_F5ykwRB_VwtUVGzAY,,,1811404619,,,
